gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,72,6144,2048,ck,12,0,9.4795,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,191.14,1436.27,0.0
gfx942,304,80,6144,2048,ck,12,0,9.3245,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,215.91,1472.44,0.0
gfx942,304,96,6144,2048,ck,12,0,9.5973,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,251.73,1454.49,0.0
gfx942,304,104,6144,2048,asm,0,1,10.5293,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,248.57,1336.64,0.0
gfx942,304,112,6144,2048,asm,0,1,11.023,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,255.7,1287.18,0.0
gfx942,304,128,6144,2048,ck,11,0,10.2327,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,314.8,1409.0,0.0
gfx942,304,136,6144,2048,asm,1,1,11.7824,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,290.48,1233.42,0.0
gfx942,304,144,6144,2048,asm,1,1,11.8545,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,305.7,1235.59,0.0
gfx942,304,160,6144,2048,asm,0,1,12.567,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,320.41,1183.79,0.0
gfx942,304,176,6144,2048,asm,1,1,12.9339,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,342.45,1167.94,0.0
gfx942,304,184,6144,2048,asm,1,1,13.0506,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,354.81,1166.29,0.0
gfx942,304,192,6144,2048,ck,17,0,12.6902,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,380.75,1208.45,0.0
gfx942,304,200,6144,2048,asm,1,1,14.2135,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,354.11,1087.0,0.0
gfx942,304,208,6144,2048,asm,2,1,14.2539,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,367.23,1091.97,0.0
gfx942,304,216,6144,2048,asm,2,1,14.3775,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,378.08,1090.56,0.0
gfx942,304,224,6144,2048,asm,1,1,13.5638,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,415.6,1164.44,0.0
gfx942,304,232,6144,2048,asm,2,1,14.314,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,407.89,1111.42,0.0
gfx942,304,240,6144,2048,asm,2,1,14.9551,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,403.86,1071.44,0.0
gfx942,304,256,6144,2048,asm,1,1,15.0729,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,427.42,1078.29,0.0
gfx942,304,272,6144,2048,asm,1,1,15.9189,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,430.0,1035.39,0.0
gfx942,304,288,6144,2048,asm,1,1,15.9763,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,453.66,1046.03,0.0
gfx942,304,304,6144,2048,asm,2,1,17.1823,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,445.25,985.96,0.0
gfx942,304,320,6144,2048,asm,2,1,17.825,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,451.78,963.28,0.0
gfx942,304,336,6144,2048,asm,2,1,18.3965,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,459.64,945.82,0.0
gfx942,304,352,6144,2048,asm,2,1,18.666,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,474.57,944.45,0.0
gfx942,304,368,6144,2048,asm,2,1,18.7314,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,494.41,953.4,0.0
gfx942,304,384,6144,2048,asm,3,1,19.2114,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,503.02,941.52,0.0
gfx942,304,400,6144,2048,asm,3,1,20.4728,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,491.69,894.71,0.0
gfx942,304,416,6144,2048,asm,3,1,20.6655,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,506.59,897.47,0.0
gfx942,304,432,6144,2048,asm,3,1,21.691,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,501.2,865.62,0.0
gfx942,304,448,6144,2048,asm,3,1,21.225,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,531.18,895.43,0.0
gfx942,304,464,6144,2048,asm,3,1,21.1603,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,551.83,909.0,0.0
gfx942,304,480,6144,2048,asm,3,1,21.8688,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,552.37,890.04,0.0
gfx942,304,496,6144,2048,asm,4,1,23.7415,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,525.76,829.5,0.0
gfx942,304,512,6144,2048,asm,4,1,24.1477,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,533.59,825.05,0.0
gfx942,304,588,6144,2048,asm,5,1,28.1339,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,525.97,746.87,0.0
gfx942,304,664,6144,2048,asm,5,1,29.8959,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,558.94,739.3,0.0
gfx942,304,768,6144,2048,asm,5,1,30.3898,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,635.98,776.34,0.0
gfx942,304,896,6144,2048,asm,3,1,36.4784,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,618.14,697.07,0.0
gfx942,304,1024,6144,2048,asm,4,1,40.897,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,630.11,666.63,0.0
gfx942,304,2048,6144,2048,asm,5,1,75.454,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,683.06,555.88,0.0
gfx942,304,3072,6144,2048,asm,5,1,98.902,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,781.68,572.52,0.0
gfx942,304,4096,6144,2048,asm,4,1,135.5402,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,760.51,526.07,0.0
gfx942,304,8192,6144,2048,asm,5,1,256.4141,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,804.01,507.08,0.0
gfx942,304,10240,6144,2048,asm,5,1,314.4958,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,819.4,506.79,0.0
gfx942,304,12288,6144,2048,asm,5,1,373.449,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,828.06,505.41,0.0
gfx942,304,14336,6144,2048,asm,5,1,441.2126,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,817.69,494.33,0.0
gfx942,304,16384,6144,2048,asm,5,1,501.6032,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,822.0,493.35,0.0
gfx942,304,24576,6144,2048,ck,13,0,734.4413,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,842.1,496.85,0.0
gfx942,304,32768,6144,2048,ck,13,0,971.7602,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,848.6,496.36,0.0
gfx942,304,49152,6144,2048,asm,5,1,1450.228,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,852.94,494.56,0.0
gfx942,304,65536,6144,2048,asm,5,1,1939.5434,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,850.34,490.89,0.0
gfx942,304,131072,6144,2048,asm,5,1,3836.7181,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,859.73,493.03,0.0
